,id,show_id,title,director,country,release_year,duration,listed_in,score,director1,cast1,cast2,cast3,country1,duration1,listed_in1,listed_in2,score1
4218,4218,s6777,The Prince & Me,Martha Coolidge,"United States, Czech Republic",2004,111 min,"Comedies, Romantic Movies",2,638,97,319,638,465,111,Comedies,7,4
4219,4219,s6780,The Princess and the Frog,"Ron Clements, John Musker",United States,2009,98 min,Children & Family Movies,2,619,339,66,619,440,98,Children & Family Movies,4,4
4220,4220,s6782,The Princess Switch: Switched Again,Mike Rohl,United States,2020,97 min,"Children & Family Movies, Dramas, Romantic Movies",4,280,561,998,280,440,97,Children & Family Movies,4,4
4221,4221,s6784,The Prison,Na Hyeon,South Korea,2017,125 min,"Action & Adventure, Dramas, International Movies",4,963,983,47,963,311,125,Action & Adventure,0,4
4222,4222,s6785,The Professor and the Madman,Farhad Safinia,"Ireland, France, Iceland, United States, Mexico, Belgium, United Kingdom, Hong Kong",2019,125 min,"Dramas, Independent Movies",4,960,663,943,960,203,125,Dramas,12,4
4223,4223,s6786,The Prom,Ryan Murphy,United States,2020,132 min,"Comedies, LGBTQ Movies, Music & Musicals",2,337,22,857,337,440,132,Comedies,7,4
4224,4224,s6787,The Promise,Terry George,"Spain, United States",2016,133 min,Dramas,3,870,620,899,870,338,133,Dramas,12,5
4225,4225,s6790,The Pursuit,John Papola,United States,2019,76 min,Documentaries,5,672,335,242,672,440,76,Documentaries,10,5
4226,4226,s6791,The Pursuit of Happyness,Gabriele Muccino,United States,2006,117 min,Dramas,0,692,278,266,692,440,117,Dramas,12,2
4227,4227,s6792,The Push,"Grant Korgan, Brian Niles",United States,2018,90 min,"Documentaries, Sports Movies",2,156,435,528,156,440,90,Documentaries,10,4
4228,4228,s6800,The Rainbow Troops,Riri Riza,Indonesia,2008,119 min,"Children & Family Movies, Dramas, International Movies",1,288,158,98,288,192,119,Children & Family Movies,4,3
4229,4229,s6801,The Rainmaker,Francis Ford Coppola,"United States, Germany",1997,136 min,"Dramas, Thrillers",4,816,429,901,816,477,136,Dramas,12,4
4230,4230,s6806,The Real Miyagi,Kevin Derek,"United States, Canada, Japan, Panama",2015,81 min,"Documentaries, Sports Movies",1,381,443,855,381,457,81,Documentaries,10,3
4231,4231,s6807,The Rebound,Shaina Allen,United States,2016,77 min,"Documentaries, Sports Movies",4,697,239,827,697,440,77,Documentaries,10,4
4232,4232,s6808,The Reconquest,Jon¨¢s Trueba,Spain,2016,108 min,"Dramas, International Movies, Romantic Movies",1,697,607,768,697,317,108,Dramas,12,3
4233,4233,s6809,The Red Sea Diving Resort,Gideon Raff,Canada,2019,130 min,"Dramas, Thrillers",3,650,759,78,650,39,130,Dramas,12,5
4234,4234,s6811,The Rehearsal,Alison MacLean,New Zealand,2016,102 min,"Dramas, Independent Movies, International Movies",3,705,191,786,705,253,102,Dramas,12,5
4235,4235,s6812,The Reliant,Paul Munger,United States,2019,116 min,"Dramas, Faith & Spirituality",2,618,405,243,618,440,116,Dramas,12,4
4236,4236,s6817,The Resistance Banker,Joram L¨¹rsen,Netherlands,2018,123 min,"Dramas, International Movies",2,622,627,342,622,247,123,Dramas,12,4
4237,4237,s6819,The Rezort,Steve Barker,"United Kingdom, Spain, Belgium",2016,90 min,"Horror Movies, International Movies",2,639,12,639,639,426,90,Horror Movies,13,4
4238,4238,s6820,The Ridiculous 6,Frank Coraci,United States,2015,120 min,"Action & Adventure, Comedies",2,363,184,63,363,440,120,Action & Adventure,0,4
4239,4239,s6821,The Rift: The Dark Side of the Moon,Dejan Ze?evi?,"Serbia, South Korea, Slovenia",2016,92 min,"Horror Movies, Independent Movies, Sci-Fi & Fantasy",1,267,514,669,267,294,92,Horror Movies,13,3
4240,4240,s6822,The Right One,Hadi El Bagoury,Egypt,2011,93 min,"Dramas, International Movies, Romantic Movies",4,962,331,395,962,100,93,Dramas,12,4
4241,4241,s6823,The Ring,Gore Verbinski,United States,2002,116 min,"Horror Movies, Thrillers",1,132,402,336,132,440,116,Horror Movies,13,3
4242,4242,s6824,The Riot Club,Lone Scherfig,United Kingdom,2014,107 min,"Dramas, International Movies",1,766,233,983,766,369,107,Dramas,12,3
4243,4243,s6827,The Ritual,David Bruckner,"United Kingdom, Canada",2018,95 min,"Horror Movies, International Movies, Thrillers",1,207,30,265,207,373,95,Horror Movies,13,3
4244,4244,s6828,The River Thief,N.D. Wilson,United States,2016,87 min,"Dramas, Independent Movies",3,284,680,7,284,440,87,Dramas,12,5
4245,4245,s6829,The River Wild,Curtis Hanson,United States,1994,111 min,Action & Adventure,3,855,762,532,855,440,111,Action & Adventure,0,5
4246,4246,s6833,The Rolling Stones: Ol¨¦ Ol¨¦ Ol¨¦! A Trip Across Latin America,Paul Dugdale,United Kingdom,2016,101 min,"Documentaries, International Movies, Music & Musicals",2,747,766,989,747,369,101,Documentaries,10,4
4247,4247,s6834,The Roommate,Christian E. Christiansen,United States,2011,91 min,Thrillers,0,453,186,647,453,440,91,Thrillers,31,0
4248,4248,s6835,The Rope Curse 2,Liao Shih-han,Taiwan,2020,105 min,"Horror Movies, International Movies",4,699,102,200,699,349,105,Horror Movies,13,4
4249,4249,s6836,The Rover,David Mich?d,"Australia, United States",2014,103 min,"International Movies, Thrillers",4,865,23,60,865,20,103,International Movies,15,4
4250,4250,s6837,The Royal Bengal Tiger,Rajesh Ganguly,India,2014,103 min,"Dramas, International Movies, Thrillers",3,533,672,19,533,173,103,Dramas,12,5
4251,4251,s6838,The Royal Hibiscus Hotel,Ishaya Bako,Nigeria,2017,90 min,"Comedies, International Movies, Romantic Movies",0,40,50,962,40,257,90,Comedies,7,2
4252,4252,s6840,The Rugrats Movie,"Igor Kovalyov, Norton Virgien",United States,1998,81 min,"Children & Family Movies, Comedies",1,430,865,688,430,440,81,Children & Family Movies,4,3
4253,4253,s6841,THE RUM DIARY,Bruce Robinson,"United States, United Kingdom",2011,120 min,"Comedies, Dramas",0,744,411,885,744,521,120,Comedies,7,2
4254,4254,s6842,The Runaways,Floria Sigismondi,United States,2010,107 min,"Dramas, Independent Movies, Music & Musicals",3,866,391,701,866,440,107,Dramas,12,5
4255,4255,s6843,The Runner,Austin Stark,United States,2015,90 min,"Dramas, Independent Movies",1,403,1000,534,403,440,90,Dramas,12,3
4256,4256,s6844,The Russian Revolution,Cal Seville,United Kingdom,2017,47 min,Documentaries,2,296,899,923,296,369,47,Documentaries,10,4
4257,4257,s6845,The Ruthless,Renato De Maria,"Italy, France",2019,111 min,"Dramas, International Movies",3,59,351,582,59,220,111,Dramas,12,5
4258,4258,s6846,The Ryan White Story,John Herzfeld,United States,1989,94 min,Dramas,2,840,735,92,840,440,94,Dramas,12,4
4259,4259,s6847,The Saint,Ernie Barbarash,United States,2017,92 min,Action & Adventure,3,626,467,156,626,440,92,Action & Adventure,0,5
4260,4260,s6848,The Salvation,Kristian Levring,"Denmark, United Kingdom, South Africa, Sweden, Belgium",2014,92 min,"Dramas, Independent Movies, International Movies",2,625,275,879,625,98,92,Dramas,12,4
4261,4261,s6849,The Sapphires,Wayne Blair,Australia,2012,99 min,"Comedies, Dramas, Independent Movies",1,566,784,135,566,10,99,Comedies,7,3
4262,4262,s6851,The School of Mischief,Houssam El-Din Mustafa,Egypt,1973,253 min,"Comedies, Dramas, International Movies",3,647,96,730,647,100,253,Comedies,7,5
4263,4263,s6852,The Score,Frank Oz,"Germany, Canada, United States",2001,124 min,"Dramas, Thrillers",5,400,899,686,400,147,124,Dramas,12,5
4264,4264,s6853,The Sea of Trees,Gus Van Sant,United States,2015,111 min,Dramas,1,489,732,870,489,440,111,Dramas,12,3
4265,4265,s6857,The Secret Life of Pets 2,Chris Renaud,"United States, France, Japan",2019,86 min,"Children & Family Movies, Comedies",1,953,63,117,953,473,86,Children & Family Movies,4,3
4266,4266,s6858,The Set Up,Niyi Akinmolayan,Nigeria,2019,105 min,"Dramas, International Movies",0,425,702,418,425,257,105,Dramas,12,2
4267,4267,s6860,The Seven Deadly Sins the Movie: Prisoners of the Sky,Noriyuki Abe,Japan,2018,100 min,"Action & Adventure, Anime Features, International Movies",1,996,23,649,996,227,100,Action & Adventure,0,3
4268,4268,s6864,The Shaukeens,Abhishek Sharma,India,2014,123 min,"Comedies, International Movies, Music & Musicals",4,538,738,823,538,173,123,Comedies,7,4
4269,4269,s6865,The Short Game,Josh Greenbaum,United States,2013,100 min,"Children & Family Movies, Documentaries, Sports Movies",4,948,234,836,948,440,100,Children & Family Movies,4,4
4270,4270,s6866,The Show,Giancarlo Esposito,United States,2017,105 min,Dramas,4,69,749,3,69,440,105,Dramas,12,4
4271,4271,s6868,The Siege of Jadotville,Richie Smyth,"Ireland, South Africa",2016,108 min,"Action & Adventure, Dramas, International Movies",4,383,886,889,383,205,108,Action & Adventure,0,4
4272,4272,s6869,The Sign of Venus,Dino Risi,Italy,1955,97 min,"Classic Movies, Comedies, Independent Movies",5,596,875,765,596,217,97,Classic Movies,6,5
4273,4273,s6870,The Signal,"William Eubank, Will Eubank",United States,2014,97 min,"Sci-Fi & Fantasy, Thrillers",1,254,591,706,254,440,97,Sci-Fi & Fantasy,24,1
4274,4274,s6871,The Silence,John R. Leonetti,"Canada, Germany",2019,91 min,"Horror Movies, Thrillers",4,639,52,723,639,42,91,Horror Movies,13,4
4275,4275,s6873,The Silence of the Marsh,Marc Vigil,Spain,2019,93 min,"International Movies, Thrillers",2,435,342,831,435,317,93,International Movies,15,4
4276,4276,s6874,The Silent War,Alfonso Cort¨¦s-Cavanillas,Spain,2020,122 min,"Dramas, International Movies, Thrillers",4,657,968,394,657,317,122,Dramas,12,4
4277,4277,s6875,The Similars,Isaac Ezban,Mexico,2015,90 min,"Horror Movies, Independent Movies, International Movies",1,180,983,494,180,239,90,Horror Movies,13,3
4278,4278,s6876,The Sinking Of Van Der Wijck,Sunil Soraya,Indonesia,2013,163 min,"Dramas, International Movies, Romantic Movies",4,626,226,699,626,192,163,Dramas,12,4
4279,4279,s6878,The Skin of the Wolf,Samu Fuentes,Spain,2018,110 min,"Dramas, Independent Movies, International Movies",5,258,306,84,258,317,110,Dramas,12,5
4280,4280,s6879,The Sky Is Pink,Shonali Bose,"India, United Kingdom, Canada, United States",2019,143 min,"Dramas, International Movies",5,606,123,51,606,189,143,Dramas,12,5
4281,4281,s6880,The Sleepover,Trish Sie,United States,2020,104 min,"Action & Adventure, Children & Family Movies, Comedies",2,886,643,608,886,440,104,Action & Adventure,0,4
4282,4282,s6881,The Smurfs,Raja Gosnell,"United States, Belgium, Canada",2011,103 min,"Children & Family Movies, Comedies",5,502,954,949,502,445,103,Children & Family Movies,4,5
4283,4283,s6882,The Smurfs 2,Raja Gosnell,"United States, France, Canada, Belgium",2013,105 min,"Children & Family Movies, Comedies",2,531,728,607,531,469,105,Children & Family Movies,4,4
4284,4284,s6884,The Social Dilemma,Jeff Orlowski,United States,2020,94 min,Documentaries,4,101,203,620,101,440,94,Documentaries,10,4
4285,4285,s6885,The Social Network,David Fincher,United States,2010,121 min,Dramas,2,645,851,465,645,440,121,Dramas,12,4
4286,4286,s6887,The Son,Sebasti¨¢n Schindel,Argentina,2019,93 min,"Dramas, Independent Movies, International Movies",1,543,832,828,543,0,93,Dramas,12,3
4287,4287,s6890,The Space Between Us,Peter Chelsom,United States,2016,120 min,"Action & Adventure, Romantic Movies, Sci-Fi & Fantasy",4,132,338,552,132,440,120,Action & Adventure,0,4
4288,4288,s6891,The Spectacular Now,James Ponsoldt,United States,2013,95 min,"Dramas, Independent Movies, Romantic Movies",3,461,952,905,461,440,95,Dramas,12,5
4289,4289,s6893,The Spiderwick Chronicles,Mark Waters,United States,2008,97 min,Children & Family Movies,3,981,430,217,981,440,97,Children & Family Movies,4,5
4290,4290,s6894,The spiral,Krzysztof Zanussi,Poland,1978,84 min,"Dramas, Independent Movies, International Movies",2,588,462,5,588,277,84,Dramas,12,4
4291,4291,s6897,The Spy Next Door,Brian Levant,United States,2010,94 min,"Action & Adventure, Children & Family Movies, Comedies",5,119,358,731,119,440,94,Action & Adventure,0,5
4292,4292,s6899,The Square,Jehane Noujaim,"United Kingdom, Egypt, United States",2013,105 min,"Documentaries, International Movies",4,392,347,225,392,384,105,Documentaries,10,4
4293,4293,s6900,The Squid and the Whale,Noah Baumbach,United States,2005,81 min,"Comedies, Dramas, Independent Movies",0,20,549,180,20,440,81,Comedies,7,2
4294,4294,s6902,The Stand at Paxton County,Brett Hedlund,United States,2020,103 min,"Dramas, Independent Movies, Thrillers",3,237,434,887,237,440,103,Dramas,12,5
4295,4295,s6904,The Stanford Prison Experiment,Kyle Patrick Alvarez,United States,2015,122 min,"Dramas, Independent Movies, Thrillers",3,944,262,442,944,440,122,Dramas,12,5
4296,4296,s6905,The Stolen,Niall Johnson,"United Kingdom, Germany, United Arab Emirates, New Zealand",2016,98 min,Dramas,3,240,374,990,240,400,98,Dramas,12,5
4297,4297,s6910,The Student,Steven R. Monroe,United States,2017,90 min,Thrillers,3,258,500,657,258,440,90,Thrillers,31,3
4298,4298,s6911,The Student Cop,Wael Ihsan,Egypt,2004,111 min,"Action & Adventure, Comedies, International Movies",2,568,860,339,568,100,111,Action & Adventure,0,4
4299,4299,s6912,The Suit,Mohammad Adel,Egypt,2018,97 min,"Action & Adventure, Comedies, International Movies",3,978,771,508,978,100,97,Action & Adventure,0,5
4300,4300,s6914,The Super,Stephan Rick,United States,2017,89 min,Horror Movies,2,8,889,388,8,440,89,Horror Movies,13,4
4301,4301,s6916,The Super Parental Guardians,Joyce Bernal,Philippines,2016,115 min,"Action & Adventure, Comedies, International Movies",4,773,283,742,773,272,115,Action & Adventure,0,4
4302,4302,s6919,The Take,James Watkins,"United Kingdom, France, United States, Belgium, Luxembourg, China, Germany",2016,92 min,"Action & Adventure, International Movies",0,760,270,575,760,395,92,Action & Adventure,0,2
4303,4303,s6920,The Taking of Pelham 123,Tony Scott,"United States, United Kingdom",2009,106 min,Action & Adventure,1,261,315,786,261,521,106,Action & Adventure,0,3
4304,4304,s6921,The Talented Mr. Ripley,Anthony Minghella,United States,1999,139 min,"Dramas, Thrillers",3,432,351,570,432,440,139,Dramas,12,5
4305,4305,s6922,The Tenth Man,Daniel Burman,Argentina,2016,81 min,"Dramas, International Movies",4,921,698,35,921,0,81,Dramas,12,4
4306,4306,s6924,The Texas Chainsaw Massacre,Tobe Hooper,United States,1974,83 min,"Cult Movies, Horror Movies, Independent Movies",3,864,6,352,864,440,83,Cult Movies,9,5
4307,4307,s6925,The Theory of Everything,James Marsh,"United Kingdom, Japan, United States",2014,123 min,"Dramas, Romantic Movies",3,313,141,845,313,411,123,Dramas,12,5
4308,4308,s6926,The Thief and the Imbecile,"Mohammed El-Tahawy, Mohamed Mostafa",Egypt,2013,96 min,"Dramas, International Movies",2,316,935,500,316,100,96,Dramas,12,4
4309,4309,s6927,The Third Party,Jason Paul Laxamana,Philippines,2016,118 min,"Comedies, Dramas, International Movies",5,634,652,11,634,272,118,Comedies,7,5
4310,4310,s6929,The Tiger Hunter,Lena Khan,United States,2016,94 min,"Comedies, Dramas, Independent Movies",1,316,484,836,316,440,94,Comedies,7,3
4311,4311,s6930,The Tigers of Scotland,Leanne Gater,United Kingdom,2017,58 min,Documentaries,4,239,567,442,239,369,58,Documentaries,10,4
4312,4312,s6931,The Time Machine,Simon Wells,"United States, United Arab Emirates",2002,96 min,"Action & Adventure, Sci-Fi & Fantasy",1,970,904,631,970,520,96,Action & Adventure,0,3
4313,4313,s6932,The Time Traveler's Wife,Robert Schwentke,United States,2009,107 min,"Dramas, Romantic Movies, Sci-Fi & Fantasy",4,636,645,32,636,440,107,Dramas,12,4
4314,4314,s6933,The Titan,Lennart Ruff,"United Kingdom, Spain, United States, Germany",2018,97 min,"Dramas, Sci-Fi & Fantasy, Thrillers",5,120,137,385,120,428,97,Dramas,12,5
4315,4315,s6934,The Tourist,Florian Henckel von Donnersmarck,"United States, France, Italy, United Kingdom",2010,103 min,"Action & Adventure, Romantic Movies",3,464,968,254,464,472,103,Action & Adventure,0,5
4316,4316,s6938,The Trap,Erik White,United States,2017,91 min,Comedies,1,722,224,429,722,440,91,Comedies,7,3
4317,4317,s6939,The Tree of Blood,Julio Medem,Spain,2018,136 min,"Dramas, Independent Movies, International Movies",4,831,98,726,831,317,136,Dramas,12,4
4318,4318,s6940,The Trial,Stefano Lodovichi,Italy,2019,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",4,729,869,384,729,217,1,Crime TV Shows,8,4
4319,4319,s6941,The Trial of the Chicago 7,Aaron Sorkin,"United States, United Kingdom, India",2020,130 min,Dramas,4,911,762,48,911,530,130,Dramas,12,4
4320,4320,s6943,The Tribe,Fernando Colomo,Spain,2018,91 min,"Comedies, International Movies",2,457,844,87,457,317,91,Comedies,7,4
4321,4321,s6944,The Tribes of Palos Verdes,"Brendan Malloy, Emmett Malloy",United States,2017,104 min,"Dramas, Independent Movies, Sports Movies",2,303,601,481,303,440,104,Dramas,12,4
4322,4322,s6945,The Trigger Effect,David Koepp,United States,1996,94 min,Thrillers,2,349,46,492,349,440,94,Thrillers,31,2
4323,4323,s6946,The Trip to Spain,Michael Winterbottom,United Kingdom,2016,108 min,Comedies,2,230,342,333,230,369,108,Comedies,7,4
4324,4324,s6947,The Trust,"Ben Brewer, Alex Brewer",United States,2015,91 min,Thrillers,0,927,208,576,927,440,91,Thrillers,31,0
4325,4325,s6949,The Truth About Alcohol,David Briggs,United Kingdom,2016,58 min,"Documentaries, International Movies",4,968,899,188,968,369,58,Documentaries,10,4
4326,4326,s6952,The Tuxedo,Kevin Donovan,United States,2002,99 min,"Action & Adventure, Comedies",4,159,349,929,159,440,99,Action & Adventure,0,4
4327,4327,s6953,The Twelve,Wouter Bouvijn,Belgium,2019,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2,189,805,996,189,25,1,Crime TV Shows,8,4
4328,4328,s6955,The Twins Effect II,"Corey Yuen, Patrick Leung","Hong Kong, China",2004,106 min,"Action & Adventure, Comedies, International Movies",2,230,198,183,230,164,106,Action & Adventure,0,4
4329,4329,s6956,The Two Popes,Fernando Meirelles,"United Kingdom, Italy",2019,126 min,Dramas,4,549,612,687,549,409,126,Dramas,12,4
4330,4330,s6957,The Ugly Truth,Robert Luketic,United States,2009,96 min,"Comedies, Romantic Movies",4,363,489,302,363,440,96,Comedies,7,4
4331,4331,s6960,The Unborn Child,Poj Arnon,Thailand,2011,93 min,"Horror Movies, International Movies",0,435,440,52,435,353,93,Horror Movies,13,2
4332,4332,s6962,The Underclass,Pass Patthanakumjon,Thailand,2020,1 Season,"International TV Shows, TV Dramas, Teen TV Shows",3,325,898,530,325,353,1,International TV Shows,16,3
